SKU,QTY,Cost
XXX52069426,2.0,3.700592
XXX52079576,2.0,27.55
XXX52079581AB,2.0,28.59
XXX52079800AA,13.0,12.47
XXX52079800AA-S,3.0,19.514399
XXX52079801AE,6.0,15.22
XXX52080262AA,34.0,16.24
XXX52087636AC,1.0,12.86
XXX52087767,2.0,6.54
XXX52087871AE,1.0,75.67
XXX52088134,2.0,56.58
XXX52088217,6.0,12.72
XXX52088217AB,4.0,14.989826
XXX52088251,1.0,18.61
XXX52088251AB,3.0,17.46
XXX52088256,3.0,1.2
XXX52088284AE,117.0,1.44
XXX52088284P,3.0,13.65
XXX52088289AB,27.0,2.73
XXX52088355AB,6.0,14.62
XXX52088401,2.0,7.88
XXX52088402AB,1.0,15.048
XXX52088422AB,1.0,37.12
XXX52088425,16.0,2.66
XXX52088512,2.0,4.86
XXX52088521,4.0,14.828783
XXX52088524,1.0,4.730428
XXX52088582AB,6.0,31.58
XXX52088648AA,5.0,4.01
XXX52088682AB,10.0,16.79
XXX52088686AA,2.0,9.26
XXX52088712AA,8.0,32.761
XXX52088739AB,1.0,141.96
XXX52088746AA,20.0,3.17
XXX52088901AE,21.0,38.34
XXX52088922AE,1.0,11.19
XXX52089259AD,1.0,10.84
XXX52089301AA,1.0,50.4729
XXX52089301AC,1.0,48.34
XXX52089312AA,1.0,4.34
XXX52089341AF,2.0,4.95
XXX52089343AA,10.0,3.53
XXX52089485AC,2.0,3.39
XXX52089501AA,8.0,19.36
XXX52089501HD,5.0,44.0
XXX52089516AB,36.0,1.89
XXX52089629AC,5.0,8.43
XXX52089630AC,10.0,4.55
XXX52089692AC,2.0,12.428527
XXX52089883AC,1.0,60.08
XXX52089989AA,2.0,5.18
XXX52090402AA,11.0,2.69
XXX52099497AA,3.0,67.814798
XXX52099497AD,7.0,7.927931
XXX52099499AC,1.0,98.581638
XXX52100009AC,1.0,21.35
XXX52100128,1.0,14.12
XXX52101196,1.0,22.73
XXX52101277AA,1.0,1.24
XXX52101278AB,4.0,4.97
XXX52104468PAJ,2.0,200.0
XXX52105760AD,1.0,98.39
XXX52105884AA,2.0,102.87
XXX52107640S,1.0,37.23
XXX52107652AB,2.0,57.449349
XXX52108327AB,2.0,26.42
XXX52108695AA,1.0,8.69
XXX52111338AC,6.0,3.39
XXX52111489AA,1.0,111.149571
XXX52111489AA-J,1.0,30.965565
XXX52111591AA,1.0,63.43
XXX52111593AA,4.0,66.63
XXX52111596AA,4.0,62.1
XXX52113258AC,1.0,38.511525
XXX52113261AA,1.0,47.16
XXX52113261AD,3.0,21.19258
XXX52114079AA,1.0,2.888686
XXX521143,1.0,14.853587
XXX52114354AA,2.0,11.51
XXX52114354AA-B,21.0,7.31
XXX521143OAB,1.0,14.04
XXX52115B1010,1.0,16.63
XXX52122213AB,1.0,20.96
XXX52123021AB,1.0,111.047392
XXX52123021AE,1.0,111.026957
XXX521235,3.0,16.4
XXX52123514AD,6.0,22.377085
XXX52123612AFF,5.0,20.05
XXX52123612AFR,4.0,23.97
XXX52123624AA,1.0,230.37
XXX52123631AA,2.0,19.61
XXX52124302AA,17.0,1.580374
XXX52124302AC,1.0,1.95
XXX52124461AB,2.0,55.91
XXX52124634AM,1.0,276.78
XXX5212471,3.0,4.43
XXX52124712AC,1.0,67.338383
XXX52124754AC,2.0,13.42
XXX52124762AB,2.0,27.593321
XXX52124810AG,1.0,121.575193
XXX52124811AG,1.0,121.575193
XXX52124820-21-B,13.0,1.91
XXX52124820AC,14.0,7.58
XXX52124821AC,19.0,7.48
XXX52124830AC,2.0,16.34
XXX52124830AD,1.0,7.25
XXX52124840AB,16.0,6.61
XXX52124840ABB,2.0,2.93
XXX52124861AB,4.0,6.63
XXX52125107AD,1.0,12.25
XXX52125108AD,1.0,12.25
XXX52125112AE,7.0,22.9
XXX52125113AE,6.0,22.9
XXX52125142AC,8.0,2.37
XXX52125143AC,2.0,12.15
XXX52125321AB,7.0,8.87
XXX52125321ACB,4.0,6.44
XXX52125321BAB,2.0,3.04
XXX52125322AB,3.0,21.062394
XXX52125324AC,44.0,0.71
XXX52125396AB,7.0,3.01
XXX52126114AC,8.0,6.06
XXX52126186AA,1.0,16.76
XXX52128096AB,3.0,14.88
XXX52128256AE,14.0,8.7
XXX52128510AG,2.0,9.49
XXX52128511AF,3.0,9.49
XXX52128864AA,2.0,8.68
XXX52128879AA,1.0,13.9743
XXX52128880AA,1.0,16.827296
XXX52129094AA,4.0,3.05
XXX52129178AC,3.0,5.77
XXX5215948904,1.0,77.84
XXX521949,1.0,58.39
XXX5224,9.0,1.47
XXX5224XP,4.0,1.88
XXX522831,4.0,20.0
XXX523-212,2.0,11.55
XXX523070,1.0,58.79
XXX523075,2.0,18.68
XXX523244,2.0,44.07
XXX523258,50.0,2.65
XXX523260,2.0,5.01
XXX52380S1AE20,2.0,13.22
XXX524270EUR,1.0,1.59
XXX5243XP,2.0,5.0
XXX525-101,2.0,26.56
XXX525112,23.0,6.9
XXX525118,16.0,20.25
XXX525121,9.0,21.34
XXX525122,3.0,40.56
XXX525123,2.0,29.4
XXX525130,4.0,67.41
XXX5252508,1.0,18.86
XXX5263XP,5.0,3.98
XXX5272098,2.0,3.69
XXX5272254B,5.0,2.36
XXX5272254BB,6.0,3.8
XXX5272341AG,1.0,119.81
XXX5272526AA,2.0,1.43
XXX5272647AF,2.0,44.72
XXX5272714AD,8.0,35.52
XXX5272715AD,9.0,36.06
XXX5273310AABOOT,1.0,5.51
XXX5273310AB,3.0,15.14
XXX5273431AB,1.0,34.346026
XXX5273442AA,2.0,2.14
XXX527369,1.0,175.04
XXX5273731AB,7.0,2.45
XXX5273996AE,3.0,21.09
XXX5274750AF,1.0,60.6
XXX5274911AC,2.0,14.04
XXX5278203AB,15.0,2.9662
XXX528,2.0,3.98
XXX52819AL00A,2.0,237.71
XXX52852912AC,5.0,11.52
XXX52853317AD,4.0,127.9
XXX52853321AC,2.0,133.72
XXX52853432AA,3.0,71.977013
XXX52853641AD,1.0,55.48
XXX52853641AE,3.0,97.81
XXX52853642AE,2.0,69.77
XXX52855546AAI,7.0,6.4778
XXX5290845AB,2.0,36.101
XXX5293155AB,2.0,11.3
XXX5293163AA,10.0,1.32
XXX530-10,2.0,4.74
XXX53000C,2.0,20.087411
XXX53001,2.0,20.14
XXX53004,6.0,11.48064
XXX53004C,2.0,19.429321
XXX53005,60.0,15.7368
XXX53005541AB,3.0,89.233875
XXX53005542,2.0,108.88
XXX53005543AC,2.0,100.592512
XXX53005967,4.0,19.66
XXX53006,97.0,16.8935
XXX53006192,1.0,7.36
XXX53008342,1.0,8.5
XXX53013009AA,1.0,33.53
XXX53013549AA,7.0,3.36
XXX53013672-BA,3.0,1.46
XXX53013672-BAE,2.0,5.991
XXX53013673AA,2.0,21.054608
XXX53013733AB,4.0,18.42
XXX53013935AB,45.0,0.7
XXX5301394SET,1.0,62.79
XXX53019,5.0,15.9
XXX53020678AC,3.0,35.12
XXX53020681,1.0,37.19
XXX53020887AD,1.0,8.227047
XXX53020902AB,3.0,23.79
XXX53021,2.0,17.53
XXX53021160AE,1.0,90.0
XXX53021536AC,1.0,17.66
XXX53021687AC,1.0,128.0
XXX53021755AA,3.0,27.93
XXX53021779AB,4.0,21.7
XXX53021828AA,1.0,25.42
XXX53021829AD,1.0,25.42
XXX53021937AC,2.0,25.42
XXX53021938AB,2.0,25.42
XXX53022,11.0,15.45
XXX53023,3.0,18.24
XXX53024,10.0,18.55
XXX53026,6.0,18.06
XXX53026C,4.0,27.910411
XXX53027,10.0,22.299773
XXX53032940AB,1.0,48.198811
XXX53036,36.0,4.97
XXX53038,4.0,19.1
XXX5303843AE,1.0,30.5
XXX5303878AB,2.0,47.52
XXX53040,6.0,13.912918
XXX53040C,4.0,17.18328
XXX53041,19.0,16.26
XXX53042,1.0,27.95
XXX53043C,6.0,11.343279
XXX53044,4.0,23.804732
XXX53050,22.0,11.5
XXX53051,8.0,12.0
XXX53052,20.0,14.29
XXX53054,4.0,17.824928
XXX53064,4.0,34.23
XXX53066,2.0,33.340681
XXX53067,4.0,26.32
XXX53068,8.0,23.606682
XXX53068C,2.0,14.227277
XXX5308110,2.0,46.43
XXX530SD,1.0,5.59
XXX5329,4.0,7.02
XXX534G,6.0,3.76
XXX5351B,1.0,1.07
XXX5353,5.0,6.75
XXX5355,1.0,15.99
XXX5356,1.0,20.143077
XXX5360,3.0,13.06
XXX5363XS,1.0,0.0
XXX5370,10.0,5.73
XXX5373,1.0,10.64
XXX5373C,2.0,16.911866
XXX5375,6.0,8.32
XXX538067610,1.0,106.0
XXX5381,5.0,7.11
XXX538207S600,2.0,176.569762
XXX5383,16.0,10.8
XXX5386,2.0,27.77
XXX5387,3.0,21.31
XXX5388,2.0,26.6
XXX539115957,2.0,114.39
XXX5396,2.0,23.44
XXX5397,2.0,13.83
XXX5400B,2.0,16.51
XXX54017,4.0,12.43
XXX540201,1.0,16.82
XXX54029,2.0,29.52
XXX54036,4.0,13.39
XXX54037,2.0,19.732911
XXX54042,12.0,16.5
XXX54044,2.0,37.705718
XXX54048,2.0,25.63
XXX54059,2.0,46.51
XXX54060,2.0,29.771061
XXX540815,1.0,5.37
XXX54087,4.0,21.15
XXX54092,2.0,52.95335
XXX54097,2.0,36.856685
XXX541001,2.0,59.41
XXX541002S,2.0,12.52
XXX541004,3.0,43.11
XXX541008,1.0,69.076754
XXX54101,2.0,15.35
XXX54102,2.0,22.77
XXX54103,2.0,33.606802
XXX54109,2.0,23.23
XXX54110,2.0,26.97
XXX54123,2.0,17.354022
XXX54128,2.0,52.964116
XXX54130,4.0,18.91
XXX54131,10.0,11.65
XXX54151,2.0,29.57
XXX54153,2.0,36.629802
XXX5416,2.0,5.68
XXX54171,2.0,23.38
XXX54173,2.0,32.04
XXX54175,2.0,22.65
XXX54193,2.0,25.0
XXX54218,3.0,1.281462
XXX543211KA0B,1.0,17.31
XXX5441506,1.0,31.4
XXX5444,2.0,15.9
XXX5452266,1.0,4.5
XXX54613-CG006,2.0,1.44
XXX54613-CG024,2.0,1.11
XXX5470018,1.0,87.954093
XXX5470105AG,1.0,97.023357
XXX5470107AG,1.0,112.401452
XXX5471019AG,1.0,39.548262
XXX5471031AG,2.0,59.884615
XXX5475,2.0,28.79
XXX5486,2.0,16.78
XXX550104,1.0,36.263084
XXX55014,2.0,25.0
XXX55024254,1.0,22.0
XXX55024255,1.0,22.0
XXX55034,5.0,17.518558
XXX55036,6.0,7.1
XXX55037467AA,4.0,36.196858
XXX55037467AAC,2.0,10.341959
XXX55037499AC,1.0,37.231054
XXX55037730AC,15.0,12.09
XXX55037730AD-S,1.0,24.722281
XXX55037790AE,3.0,16.63358
XXX55037790AE-S,1.0,23.910771
XXX55037791AE-A,16.0,7.25
XXX55037791AE-AS,2.0,10.448904
XXX55037791AE-B,17.0,4.95
XXX55037840AG,1.0,84.198599
XXX55037958AB,2.0,21.81
XXX55037961AB,25.0,12.64
XXX55037962AA,19.0,0.005
XXX55038006AC,3.0,16.803401
XXX55038729AA,27.0,9.18
XXX55038729AA-S,1.0,16.980442
XXX55039,2.0,11.0
XXX55040,2.0,13.27
XXX55051,2.0,13.37
XXX55054,10.0,17.15
XXX55055,2.0,29.925885
XXX55056055AA,1.0,74.42
XXX55056639AE,7.0,9.37
XXX55056639AE-S,1.0,24.722281
XXX55056640AC,10.0,16.49
XXX55056640ADS,2.0,14.0
XXX55056C,2.0,43.611514
XXX55057C,3.0,36.62593
XXX55066,11.0,14.607386
XXX55069,10.0,14.44
XXX55073,18.0,15.85
XXX55075705AB,6.0,2.91
XXX55076208,5.0,5.43
XXX55077348AF,1.0,58.51
XXX55077894AD,1.0,8.75
XXX55077895AD,1.0,8.75
XXX55079,3.0,27.852321
XXX55079049AA,12.0,1.85
XXX55079212AA,2.0,53.567529
XXX55079292C,2.0,14.51
XXX55080AG00EEUR,4.0,11.5
XXX55080AL50AEUR,2.0,14.69
XXX55084,4.0,17.25
XXX55085,2.0,11.319
XXX55093,2.0,15.653
XXX55096,2.0,32.969915
XXX55097,11.0,22.0
XXX55098,6.0,14.400812
XXX551018310,1.0,77.39
XXX55102,2.0,28.382169
XXX55111034AA,1.0,136.5
XXX55111074AB,1.0,10.2
XXX55111090AB,1.0,173.5
XXX55111213AA,18.0,12.31
XXX55111302AA,1.0,17.62
XXX55111400AA,1.0,40.333641
XXX55111417AC,1.0,138.11
XXX55111423AC,1.0,129.304492
XXX55112,2.0,14.3
XXX55113,4.0,19.36
XXX55113632AA,2.0,3.52
XXX55113660AC,1.0,48.18
XXX55114,1.0,28.799343
XXX55116835AE,2.0,125.101288
XXX55116882AA,2.0,28.52
XXX55118,2.0,19.58
XXX5512,1.0,10.79
XXX55122,2.0,15.785
XXX55126,2.0,18.216
XXX55127,2.0,14.509
XXX55133,1.0,30.217267
XXX55135878AF,87.0,2.875
XXX55135879AF,83.0,2.875
XXX55135890AF,80.0,2.875
XXX55135891AF,93.0,2.875
XXX551358SET,1.0,55.18
XXX55136760AA,10.0,3.67
XXX55136764AA,14.0,1.7
XXX55150,10.0,20.064
XXX55151,8.0,17.18
XXX55154958AI,1.0,37.21
XXX55154959AI,2.0,32.58
XXX55155624AC,2.0,32.0
XXX55156102AA,11.0,9.92
XXX55156103AA,7.0,9.92
XXX55156325AD,2.0,51.74269
XXX55156374AC,1.0,45.54
XXX55156427AB,1.0,16.17
XXX55156614AE,1.0,29.34
XXX55157027AH,1.0,56.669873
XXX55164,2.0,20.295
XXX55170,2.0,31.295
XXX55171,2.0,17.369
XXX55175,2.0,28.358
XXX55176225,1.0,70.0
XXX5517638SET,1.0,34.18
XXX55178,2.0,15.653
XXX55183,2.0,14.102
XXX55199,2.0,12.056
XXX5522,2.0,34.711858
XXX55235571AB,1.0,18.9
XXX5525,1.0,6.86
XXX55269AG005,2.0,3.0
XXX55360034AA,1.0,31.516967
XXX55360171AD,2.0,5.133122
XXX55360915AA,10.0,3.071029
XXX55362108AC,2.0,4.272361
XXX55363286AC,1.0,30.0
XXX55363286SAC,12.0,19.89
XXX55363287AC,16.0,23.92
XXX55363287SAC,1.0,19.89
XXX55366661AC,2.0,4.78
XXX55366676AC,2.0,16.76
XXX55366677AB,2.0,16.76
XXX55366680AC,2.0,16.76
XXX55369303AA,4.0,3.692546
XXX55372709AB,2.0,33.492921
XXX55394323AA,28.0,2.23
XXX55395650,2.0,3.46
XXX55395653AD,1.0,13.0
XXX55397217AJ,1.0,353.962327
XXX55398940AB,79.0,2.5
XXX55462MG,1.0,7.0
XXX55471MG,1.0,0.0
XXX55488257,3.0,25.65
XXX5578,2.0,32.042056
XXX5586XS,3.0,13.165535
XXX56001,2.0,9.53
XXX56007570AE,3.0,9.295
XXX56022389AA,1.0,124.340791
XXX56029050AA,1.0,60.36
XXX56029339AB,1.0,7.4
XXX56029398AA,8.0,9.172691
XXX56029398ABEUR,1.0,39.46
XXX56029517AA,1.0,23.69
XXX56029518AA,1.0,24.77
XXX56029617AA,1.0,24.77
XXX56029618AA,1.0,23.69
XXX56029778AB,1.0,60.96
XXX5604,8.0,1.0
XXX56042341AF,3.0,27.76
XXX56043EUR,1.0,57.19
XXX56044591AA,4.0,7.7
XXX56044672AA,7.0,9.52
XXX56045275AC,1.0,61.0
XXX56046955AGSET,2.0,20.96
XXX561,25.0,0.65
XXX56242R,2.0,48.605144
XXX56398,2.0,11.7
XXX56491,1.0,46.825733
XXX565-077,9.0,2.45
XXX56579R,2.0,54.49
XXX56655,1.0,13.27
XXX567,1.0,0.79
XXX56707R,1.0,28.0
XXX56841,1.0,31.83
XXX56919081,1.0,3.7
XXX5693,2.0,11.79
XXX57010050AC,6.0,3.377715
XXX57010420,1.0,46.53
XXX57010421,1.0,90.4
XXX57010717AC,1.0,21.96
XXX57010720AC,1.0,15.69
XXX57010721AC,1.0,15.69
XXX5703,2.0,28.185452
XXX57038,1.0,15.76
XXX5704,4.0,13.346117
XXX5704C,2.0,12.437622
XXX5705,2.0,10.177852
XXX57052,1.0,192.56
XXX57060,1.0,2.402984
XXX57062,4.0,2.99
XXX5707,49.0,2.1788
XXX5707SET,2.0,9.03
XXX57303,1.0,2.41
XXX5733,2.0,36.022901
XXX57356,2.0,2.619787
XXX57702AN20B,1.0,246.63
XXX57705SJ080,1.0,54.66
XXX57707AN01A,1.0,14.81
XXX57707AN40A,1.0,12.83
XXX57707AN41A,1.0,12.83
XXX57707AN46A,1.0,12.82
XXX57707AN47A,1.0,8.85
XXX57707FJ110,1.0,11.0
XXX57731AN39A,1.0,4.67
XXX57731AN57B,1.0,14.39
XXX57731AN58B,1.0,26.3
XXX57734AN10A,1.0,25.31
XXX57756AN36A,1.0,17.09
XXX5778,2.0,1.94
XXX577812,1.0,19.25
XXX5783,2.0,10.36
XXX57899,1.0,3.33631
XXX5797,6.0,16.89
XXX58-521,2.0,37.0
XXX580019R,6.0,20.065142
XXX58010,2.0,9.48
XXX580279R,2.0,53.38
XXX580382,2.0,29.09
XXX580717R,2.0,32.407347
XXX581048R,1.0,44.1
XXX5811340,1.0,2.03
XXX58117,4.0,6.43
XXX58120,4.0,2.8
XXX58130,2.0,2.8
XXX58135,4.0,2.8
XXX58135SET,10.0,6.07
XXX58147,2.0,7.17
XXX58147SET,2.0,7.14
XXX58148SET,7.0,6.59
XXX582000R,2.0,20.04
XXX582PG,4.0,19.88
XXX58329,1.0,15.27
XXX58441L,1.0,26.46
XXX58441R,2.0,34.75
XXX5858,8.0,5.58
XXX58649,1.0,77.53
XXX58705,1.0,8.89
XXX58756,1.0,26.11
XXX588011EUR,1.0,43.99
XXX58881,1.0,2.27
XXX590071,1.0,103.02
XXX5902-01-0189P,2.0,8.34
XXX5917,11.0,2.86
XXX5930030AG,8.0,5.08
XXX5930031AG,1.0,4.165793
XXX5930032AG,1.0,4.025591
XXX5930091AG,1.0,5.117251
XXX594-101,2.0,47.7
XXX594-183,4.0,26.9
XXX594-212,3.0,29.43
XXX594047,1.0,56.48
XXX594121,1.0,24.66
XXX594170,1.0,44.65
XXX594236,1.0,37.8
XXX594324,1.0,14.09
XXX594341,1.0,22.804977
XXX594353,1.0,36.99
XXX594405,1.0,51.88
XXX594530,1.0,39.46
XXX594543,1.0,85.73
XXX594567,3.0,19.92
XXX5967K,2.0,3.06
XXX5968,2.0,41.83
XXX5975K,2.0,3.89
XXX5977K,2.0,3.82
XXX5978317,1.0,32.14
XXX5HF07XDVAE,1.0,9.955992
XXX5HX08SZ0AB,17.0,4.49
XXX5HZ71XDHAE,1.0,9.8
XXX5K715AP,1.0,5.38
XXX5L,4.0,4.33
XXX5LS,3.0,5.1653
XXX5LZI,2.0,5.1653
XXX5P591,1.0,9.17
XXX5S11274,1.0,22.92
XXX5S12948,13.0,11.05
XXX5S16447,1.0,81.541229
XXX5S2397,1.0,30.32135
XXX5S7003,1.0,18.18
XXX5S7106,4.0,5.11
XXX5S8366,1.0,14.76
XXX5S9349,4.0,5.16
XXX5SQ06TZZAA,1.0,321.394474
XXX5TA827505D,1.0,27.46
XXX5V70A,1.0,35.0
XXX5VW91CXHAA,1.0,1.98
XXX5W20,24.0,2.39
XXX5W20-1L-FORMF,10.0,6.12
XXX5W20-5L-FORMF,2.0,29.02
XXX5W20D,3.0,3.0
XXX5W20_1Q,29.0,6.66
XXX5W20_5Q,21.0,15.495
XXX5W30,3.0,23.57
XXX5W30-1L,3.0,4.52
XXX5W30-1L-3000XE,5.0,6.08
XXX5W30-4L-3000XE,1.0,21.22
XXX5W30-5L-C3,2.0,17.64
XXX5W301L,2.0,5.87
XXX5W30C3,12.0,6.669881
XXX5W30WR5L,4.0,37.017079
XXX5W30XCLEAN1L,1.0,6.82
XXX5W30XCLEAN5L,1.0,33.77
XXX5W30_1Q,14.0,5.84
XXX5W30_5Q,15.0,15.495
XXX5W30_SUPER_3000_4L,2.0,15.58
XXX5W30_SUPER_3000_XE_1L,1.0,5.12
XXX5W40-1L,10.0,5.8
XXX5W40-1L-C3,5.0,3.79
XXX5W40-4L,2.0,21.77
XXX5W40-5L-C3,2.0,16.94
XXX5W40HX84L,4.0,17.18
XXX5W40K,12.0,6.603036
XXX5W40WR,12.0,6.831643
XXX5W40WR5L,3.0,30.654007
XXX5W40_5Q,12.0,15.495
XXX5W40_SUPER_3000_X1_1L,1.0,4.71
XXX5XB38LXHAA,1.0,4.55
XXX5YM17TX7AE,2.0,76.01
XXX60,1.0,24.26
XXX60-09-992C,2.0,24.443339
XXX6000629053,1.0,78.673183
XXX600103,3.0,35.07
XXX600202,1.0,27.91
XXX600203,2.0,17.44
XXX60038,1.0,1.499269
XXX600400,1.0,25.55
XXX600404,2.0,47.01
XXX60059,1.0,1.34
XXX600604,1.0,17.4
XXX600660100B,1.0,25.04
XXX6007040,8.0,32.7312
XXX600900,2.0,58.14
XXX600908,1.0,40.7
XXX600911,1.0,89.66
XXX600928,1.0,73.48
XXX600936,1.0,109.47
XXX601009,3.0,56.14
XXX601249,1.0,45.56
XXX601417,5.0,57.48
XXX601430,2.0,67.81
XXX602-144,1.0,100.02
XXX602105,4.0,11.63
XXX602153137,1.0,22.1628
XXX60278,1.0,28.69
XXX6030608,9.0,0.23
XXX603234,1.0,42.02
XXX603300,4.0,8.76
XXX603323,1.0,65.94
XXX603383,1.0,7.72
XXX603423,1.0,61.95
XXX603424,1.0,57.92
XXX6035104,1.0,189.57
XXX603518,1.0,81.72
XXX603520,1.0,61.7
XXX603553,2.0,70.29
XXX603598,1.0,69.05
XXX603934,2.0,18.29
XXX603ICVJ,2.0,22.23
XXX604002,1.0,12.0
XXX604006,1.0,11.99
XXX604020,1.0,20.7
XXX604021,1.0,17.08
XXX604037,2.0,10.01
XXX604044,1.0,25.89
XXX604045,3.0,13.28
XXX604209,1.0,23.49
XXX60426000,2.0,27.445026
XXX60426001,2.0,31.0661
XXX60480,1.0,99.47
XXX6064,1.0,16.75
XXX60641,3.0,2.17
XXX607,3.0,42.25
XXX6076,1.0,38.5182
XXX608059,1.0,33.56
XXX60948,2.0,0.52
XXX60978,1.0,4.06
XXX60988,1.0,3.59
XXX61002,9.0,1.05
XXX610058,1.0,64.05
XXX610109,7.0,1.17
XXX610110,1.0,25.03
XXX6101640,3.0,1.0
XXX6101642,2.0,1.48
XXX6101679,2.0,1.61
XXX610174,28.0,1.32
XXX610234,6.0,1.71
XXX610236,3.0,0.83
XXX610253,2.0,1.414753
XXX610254,11.0,1.24
XXX610266,1.0,1.57
XXX610269,20.0,1.13
XXX610318EUR,1.0,3.17
XXX610329,20.0,2.38
XXX610364,6.0,0.95
XXX610369,85.0,0.58
XXX610379,2.0,1.36
XXX610389,10.0,2.04
XXX610390,2.0,2.44
XXX610395,27.0,1.88
XXX610446,18.0,1.05
XXX610447,77.0,0.35
XXX610448,94.0,0.41
XXX610474,20.0,0.97
XXX610481,20.0,1.11
XXX610486,3.0,3.19
XXX61049,1.0,2.68
XXX6105052AA,2.0,42.59
XXX610547,101.0,0.41
XXX610569,114.0,0.58
XXX6106151,138.0,0.58
XXX61070,2.0,0.78
XXX611-288,7.0,3.42
XXX6110071,13.0,5.17
XXX611008,5.0,6.12
XXX611072,2.0,3.62
XXX6110780449EUR,1.0,129.93
XXX611097,4.0,1.51
XXX611110,18.0,1.74
XXX611115,10.0,1.08
XXX611153,12.0,1.56
XXX6111541,2.0,1.12
XXX611174,56.0,1.1
XXX611181,10.0,2.45
XXX611182,1.0,1.72
XXX611187,3.0,1.79
XXX611204,50.0,1.880648
XXX611258,12.0,3.45
XXX611330,1.0,5.93
XXX6120,1.0,19.38
XXX61203,1.0,6.85
XXX61236,2.0,5.0
XXX6124,1.0,10.69
XXX61266,2.0,3.9
XXX61323,2.0,3.67
XXX61363060,2.0,10.21
XXX614003,1.0,16.51
XXX614007,1.0,27.67
XXX614092,7.0,8.22
XXX614121,5.0,9.58
XXX614174,1.0,46.92
XXX615329500,1.0,38.0
XXX61624211,1.0,13.0
XXX61646976,1.0,2.93
XXX617,6.0,5.17
XXX6173K,1.0,13.64
XXX618-101,4.0,1.39
XXX62-00-023,1.0,18.414415
XXX62-09-908,1.0,17.17
XXX62-09-913,2.0,17.97
XXX62-09-920,21.0,14.795407
XXX6200K,1.0,4.729561
XXX620634,1.0,38.07
XXX6207,3.0,2.18
XXX621005,1.0,319.8
XXX621070,1.0,101.65
XXX622-001,1.0,71.47
XXX6224,2.0,6.78
XXX6228K,2.0,4.6
XXX6230K,2.0,3.24
XXX624046,1.0,33.27
XXX624048,1.0,31.81
XXX624276,1.0,14.34
XXX624284,6.0,31.25
XXX624379,1.0,38.91
XXX62461008,1.0,36.26
XXX624994,1.0,63.47
XXX625001,1.0,25.28
XXX625101,1.0,20.73
XXX626-304,1.0,35.36
XXX626-305,1.0,17.2
XXX626-311,6.0,9.22
XXX626111,1.0,8.22
XXX626309,1.0,30.64
XXX626315,2.0,33.2
XXX6284600102EUR,1.0,35.67
XXX6284600752EUR,1.0,45.7
XXX6284605077,1.0,35.35
XXX6288,1.0,14.05
XXX630072RS1,1.0,10.0
XXX630416,2.0,32.53
XXX63117161667,1.0,170.0
XXX63117161668,1.0,170.0
XXX6327,2.0,16.92
XXX635505,1.0,56.16
XXX63609,3.0,9.89
XXX63618,1.0,19.46
XXX63619,2.0,13.86
XXX63633,4.0,6.38
XXX64019,15.0,2.44
XXX6408,8.0,2.42
XXX64090,1.0,137.55
XXX6410,29.0,2.7284
XXX64150,2.0,2.84
XXX641511,1.0,110.24
XXX641512,1.0,110.23
XXX6420940080,1.0,13.93
XXX6420940180EUR,1.0,4.49
XXX6420940480,5.0,1.68
XXX6420980037EUR,1.0,11.02
XXX64210,15.0,0.8264
XXX6421123,1.0,6.9
XXX64211EUR,1.0,2.0
XXX6421420781,1.0,2.32
XXX6421421180,1.0,9.18
XXX6421800010EUR,1.0,4.59
XXX64246742AA,20.0,7.29
XXX64246742AA-B,20.0,1.92
XXX643871,3.0,0.83
XXX643PG,4.0,17.0
XXX64494,1.0,0.0
XXX6451,2.0,18.509726
XXX645941,9.0,4.93
XXX647599,1.0,65.71
XXX64845P.025,1.0,16.25
XXX64V01FKIT,1.0,16.87
XXX6503,5.0,3.411619
XXX6504-04-3204311P,1.0,29.71
XXX6505-06-9524011K,2.0,20.24
XXX6505-06-9524012K,2.0,20.3
XXX6508486AA,7.0,3.9533
XXX6508488AA,11.0,0.6
XXX6508907AA,1.0,7.44
XXX6509422AA,1.0,1.36
XXX6511051AA,10.0,4.47
XXX6511255AA,2.0,7.74
XXX6511802AA,2.0,12.5
XXX6512124,1.0,155.93
XXX653004,1.0,67.5
XXX653005,1.0,60.86
XXX653059,1.0,71.93
XXX653060,1.0,99.6
XXX653067,1.0,97.38
XXX653068,1.0,180.38
XXX655195,1.0,9.29
XXX6558,1.0,11.75
XXX66-3551,1.0,6.54
XXX660075,4.0,5.0
XXX6601,4.0,2.511621
XXX660117,1.0,0.0
XXX66018000,14.0,5.38
XXX66018003,10.0,6.8473
XXX660369,5.0,12.655764
XXX661325,1.0,69.44
XXX661417,2.0,21.76
XXX661430,1.0,62.41
XXX66201,2.0,9.66
XXX66218,1.0,7.34
XXX66219,3.0,25.93
XXX66276R,1.0,34.271795
XXX663108,2.0,37.0
XXX663131,1.0,82.16
XXX663220,2.0,28.092019
XXX663251,3.0,40.47
XXX663298,2.0,17.49
XXX663301,2.0,36.46546
XXX663302,1.0,43.93
XXX663351,3.0,52.540227
XXX663352,2.0,52.542522
XXX663382,2.0,64.94
XXX663419,1.0,63.595077
XXX663474,1.0,49.82
XXX663513,1.0,57.73
XXX663521,1.0,63.09
XXX663522,1.0,62.559817
XXX663552,3.0,75.48
XXX663554,3.0,63.38
XXX663557,2.0,49.82
XXX6635OCJ,1.0,24.63
XXX663639,5.0,61.14
